price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,yr_built,city,month_sold,house_age,renovation_age,price_per_sqft,basement_category,renovation_status,basement_status
305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,1981,Renton,5,33,1,189.44099378881987,0-500,Renovated,No_Basement
110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,1941,SeaTac,5,73,20,162.7941176470588,0-500,Renovated,No_Basement
850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,1937,Seattle,5,77,16,321.969696969697,0-500,Renovated,No_Basement
350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,1985,Bellevue,5,29,29,213.41463414634146,0-500,Never_Renovated,No_Basement
319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,1976,Renton,5,38,22,138.5064935064935,500-1000,Renovated,Has_Basement
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,1912,Seattle,5,102,102,348.2587064676617,500-1000,Never_Renovated,Has_Basement
368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,1908,Seattle,5,106,106,221.6867469879518,500-1000,Never_Renovated,Has_Basement
433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,2009,Seattle,5,5,5,197.04545454545453,0-500,Never_Renovated,No_Basement
611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,1998,Redmond,5,16,8,248.3739837398374,0-500,Renovated,No_Basement
1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,1951,Shoreline,5,63,20,411.52263374485597,0-500,Renovated,No_Basement
307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,1960,Carnation,5,54,2,224.08759124087592,0-500,Renovated,No_Basement
442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,1967,Renton,5,47,3,245.83333333333334,0-500,Renovated,No_Basement
485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,1908,Des Moines,5,106,26,220.45454545454547,0-500,Renovated,No_Basement
367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,1945,Seattle,5,69,4,524.2857142857143,0-500,Renovated,No_Basement
429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,1995,North Bend,5,19,19,223.4375,0-500,Never_Renovated,No_Basement
446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,1978,Kenmore,5,36,36,203.65296803652967,500-1000,Never_Renovated,Has_Basement
572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,1984,Newcastle,5,30,30,282.0197044334975,500-1000,Never_Renovated,Has_Basement
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,2005,Seattle,5,9,9,353.3333333333333,0-500,Never_Renovated,No_Basement
518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,2008,Seattle,5,6,6,308.3333333333333,0-500,Never_Renovated,Has_Basement
462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,1966,Bellevue,5,48,48,369.6,0-500,Never_Renovated,No_Basement
1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,1914,Seattle,5,100,69,531.25,500-1000,Renovated,Has_Basement
137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,1954,Seattle,5,60,9,144.21052631578948,0-500,Renovated,No_Basement
530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,1997,Kirkland,5,17,17,228.44827586206895,0-500,Never_Renovated,Has_Basement
818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,2011,Redmond,5,3,3,343.69747899159665,0-500,Never_Renovated,No_Basement
640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,2007,Seattle,5,7,7,415.5844155844156,0-500,Never_Renovated,No_Basement
298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,2007,Federal Way,5,7,7,142.11904761904762,500-1000,Never_Renovated,Has_Basement
575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,2013,Snoqualmie,5,1,91,230.0,0-500,Renovated,No_Basement
730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,2004,Sammamish,5,10,11,226.0061919504644,0-500,Renovated,No_Basement
551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,2001,Kenmore,5,13,13,194.69964664310953,0-500,Never_Renovated,No_Basement
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,1906,Seattle,5,108,108,311.85057471264366,0-500,Never_Renovated,No_Basement
675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,1954,Normandy Park,5,60,15,250.92936802973978,0-500,Renovated,No_Basement
479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,2008,Seattle,5,6,6,380.1587301587302,0-500,Never_Renovated,No_Basement
520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,1942,Seattle,5,72,0,194.02985074626866,500-1000,Renovated,Has_Basement
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,2014,Seattle,5,0,0,225.54511278195488,0-500,Never_Renovated,No_Basement
483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,1951,Seattle,5,63,15,326.98986486486484,500-1000,Renovated,Has_Basement
192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,1926,Seattle,5,88,11,202.6315789473684,0-500,Renovated,No_Basement
330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,1948,Seattle,5,66,66,383.72093023255815,0-500,Never_Renovated,No_Basement
250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,1978,Kent,5,36,36,127.55102040816327,500-1000,Never_Renovated,Has_Basement
243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,1943,Seattle,5,71,71,137.28813559322035,500-1000,Never_Renovated,Has_Basement
575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,1926,Seattle,5,88,11,449.21875,0-500,Renovated,Has_Basement
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,1982,Redmond,5,32,3,297.2093023255814,0-500,Renovated,No_Basement
710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,1923,Seattle,5,91,91,396.6480446927374,500-1000,Never_Renovated,Has_Basement
675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,1987,Redmond,5,27,27,339.1959798994975,0-500,Never_Renovated,No_Basement
405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,2001,Renton,5,13,13,166.66666666666666,0-500,Never_Renovated,No_Basement
615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,1965,Bellevue,5,49,21,218.08510638297872,500-1000,Renovated,Has_Basement
490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,1946,Seattle,5,68,25,256.5445026178011,500-1000,Renovated,Has_Basement
467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,2005,Seattle,5,9,9,367.7165354330709,0-500,Never_Renovated,Has_Basement
480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,1986,Seattle,5,28,28,234.14634146341464,500-1000,Never_Renovated,Has_Basement
755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,1952,Seattle,5,62,6,351.16279069767444,500-1000,Renovated,Has_Basement
760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,1987,Bellevue,5,27,27,310.2040816326531,500-1000,Never_Renovated,Has_Basement
387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,2012,Seattle,5,2,102,314.6341463414634,0-500,Renovated,Has_Basement
263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,1982,Kent,5,32,32,167.51592356687897,0-500,Never_Renovated,No_Basement
519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,1967,Redmond,5,47,47,285.65934065934067,0-500,Never_Renovated,No_Basement
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,1908,Seattle,5,106,106,370.12987012987014,0-500,Never_Renovated,Has_Basement
300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,1955,Redmond,5,59,5,275.22935779816515,0-500,Renovated,No_Basement
320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,1965,Renton,5,49,49,216.21621621621622,0-500,Never_Renovated,No_Basement
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,1929,Seattle,5,85,85,293.56060606060606,0-500,Never_Renovated,No_Basement
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,1976,Woodinville,5,38,38,214.01869158878506,500-1000,Never_Renovated,Has_Basement
380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,2002,Maple Valley,5,12,12,135.71428571428572,0-500,Never_Renovated,No_Basement
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,1967,Renton,5,47,47,190.47619047619048,0-500,Never_Renovated,No_Basement
385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,1959,Kenmore,5,55,55,258.38926174496646,0-500,Never_Renovated,No_Basement
396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,1945,Seattle,5,69,69,229.29190751445086,0-500,Never_Renovated,No_Basement
452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,1900,Seattle,5,114,9,373.55371900826447,0-500,Renovated,No_Basement
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,2004,Maple Valley,5,10,11,152.14285714285714,0-500,Renovated,No_Basement
792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,1915,Seattle,5,99,99,504.45859872611464,0-500,Never_Renovated,No_Basement
1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1970,Seattle,5,44,44,447.36842105263156,1000-1500,Never_Renovated,Has_Basement
326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,1966,Renton,5,48,48,173.40425531914894,0-500,Never_Renovated,No_Basement
268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,1953,Shoreline,5,61,31,339.873417721519,0-500,Renovated,No_Basement
440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,1948,Seattle,5,66,20,338.46153846153845,0-500,Renovated,No_Basement
300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1967,Renton,5,47,47,141.50943396226415,1000-1500,Never_Renovated,Has_Basement
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,1941,Seattle,5,73,5,340.90909090909093,0-500,Renovated,No_Basement
978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,1926,Seattle,5,88,21,373.2824427480916,500-1000,Renovated,Has_Basement
1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,1919,Seattle,5,95,29,390.625,500-1000,Renovated,Has_Basement
700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,1921,Seattle,5,93,14,416.6666666666667,0-500,Renovated,No_Basement
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,1955,Redmond,5,59,30,398.73417721518985,0-500,Renovated,No_Basement
309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,1918,Seattle,5,96,96,282.967032967033,0-500,Never_Renovated,No_Basement
219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,1967,Federal Way,5,47,3,133.3030303030303,500-1000,Renovated,Has_Basement
289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,2002,Covington,5,12,12,138.2775119617225,0-500,Never_Renovated,No_Basement
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,1989,Federal Way,5,25,25,130.6532663316583,0-500,Never_Renovated,No_Basement
699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,2006,Seattle,5,8,8,263.77358490566036,0-500,Never_Renovated,No_Basement
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,1950,Shoreline,5,64,31,329.61538461538464,0-500,Renovated,Has_Basement
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,1992,Bellevue,5,22,22,270.74007220216606,0-500,Never_Renovated,No_Basement
1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,1939,Seattle,5,75,75,460.2510460251046,0-500,Never_Renovated,No_Basement
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,2003,Snoqualmie,5,11,11,225.88235294117646,0-500,Never_Renovated,No_Basement
430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,1906,Seattle,5,108,108,358.3333333333333,0-500,Never_Renovated,No_Basement
350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,1999,Maple Valley,5,15,15,157.65765765765767,0-500,Never_Renovated,No_Basement
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,2004,Redmond,5,10,11,250.0,0-500,Renovated,No_Basement
765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,1976,Redmond,5,38,22,298.828125,500-1000,Renovated,Has_Basement
250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1961,Kent,5,53,13,100.0,1000-1500,Renovated,Has_Basement
376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,1947,Seattle,5,67,2,326.95652173913044,0-500,Renovated,No_Basement
475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,1950,Seattle,5,64,31,287.8787878787879,500-1000,Renovated,Has_Basement
120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,1969,Federal Way,5,45,45,105.92105263157895,0-500,Never_Renovated,No_Basement
619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,1992,Seattle,5,22,22,364.4117647058824,0-500,Never_Renovated,No_Basement
345000.0,3.0,1.5,1240,11200,1.0,0,0,4,1240,1954,Bellevue,5,60,35,278.2258064516129,0-500,Renovated,No_Basement
598000.0,5.0,2.25,2890,12478,2.0,0,0,3,2890,1977,Sammamish,5,37,10,206.92041522491348,0-500,Renovated,No_Basement
335000.0,3.0,1.0,1060,10050,1.0,0,0,4,1060,1967,Kenmore,5,47,47,316.0377358490566,0-500,Never_Renovated,No_Basement
372500.0,4.0,1.75,1590,10523,2.0,0,0,4,1590,1922,Shoreline,5,92,92,234.27672955974842,0-500,Never_Renovated,No_Basement
300000.0,6.0,5.25,2860,5682,2.0,0,0,3,2860,1978,Auburn,5,36,36,104.8951048951049,0-500,Never_Renovated,No_Basement
194000.0,1.0,1.0,820,1060,1.0,0,0,3,760,2007,Seattle,5,7,7,236.58536585365854,0-500,Never_Renovated,Has_Basement
507500.0,3.0,2.0,2020,8118,1.0,0,0,3,1020,1963,Bellevue,5,51,6,251.23762376237624,1000-1500,Renovated,Has_Basement
325000.0,4.0,2.25,1870,9680,1.0,0,0,4,1170,1959,Kirkland,5,55,55,173.79679144385025,500-1000,Never_Renovated,Has_Basement
329900.0,3.0,2.5,2170,4905,2.0,0,0,3,2170,2004,Maple Valley,5,10,11,152.02764976958525,0-500,Renovated,No_Basement
329000.0,4.0,2.5,1600,6765,1.0,0,0,3,830,1947,Seattle,5,67,3,205.625,500-1000,Renovated,Has_Basement
494000.0,4.0,1.75,2090,4300,1.5,0,0,4,1250,1925,Seattle,5,89,46,236.36363636363637,500-1000,Renovated,Has_Basement
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,1978,Auburn,5,36,36,121.17647058823529,0-500,Never_Renovated,No_Basement
423000.0,4.0,1.75,1940,6909,1.0,0,0,4,970,1941,Seattle,5,73,16,218.04123711340208,500-1000,Renovated,Has_Basement
259000.0,3.0,1.0,1320,8625,1.0,0,0,4,1320,1957,Renton,5,57,13,196.21212121212122,0-500,Renovated,No_Basement
879950.0,4.0,2.25,3500,13875,1.0,0,4,4,1830,1938,Seattle,5,76,76,251.4142857142857,1500-2000,Never_Renovated,Has_Basement
345600.0,5.0,3.5,2800,5120,2.5,0,0,3,2800,1903,Seattle,5,111,9,123.42857142857143,0-500,Renovated,No_Basement
395000.0,3.0,1.5,1080,2940,1.5,0,0,4,1080,1920,Seattle,5,94,94,365.74074074074076,0-500,Never_Renovated,No_Basement
625000.0,4.0,2.5,3550,8048,2.0,0,0,3,3550,2007,Snoqualmie,5,7,7,176.05633802816902,0-500,Never_Renovated,No_Basement
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,2008,Seattle,5,6,6,224.85207100591717,0-500,Never_Renovated,Has_Basement
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,2007,Seattle,5,7,7,346.45669291338584,0-500,Never_Renovated,No_Basement
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,2008,Seattle,5,6,6,210.65989847715736,0-500,Never_Renovated,Has_Basement
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,2014,Kirkland,5,0,0,272.1518987341772,0-500,Never_Renovated,No_Basement
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,2008,Seattle,5,6,6,413.22314049586777,0-500,Never_Renovated,No_Basement
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,2008,Seattle,5,6,6,305.4509615384615,500-1000,Never_Renovated,Has_Basement
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,2006,Renton,5,8,8,192.88389513108615,0-500,Never_Renovated,No_Basement
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,2014,Seattle,5,0,0,470.7317073170732,0-500,Never_Renovated,No_Basement
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,2013,Auburn,5,1,91,143.2891880156318,0-500,Renovated,No_Basement
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,2014,Snoqualmie,5,0,0,227.39777777777778,0-500,Never_Renovated,No_Basement
490000.0,5.0,3.5,4460,2975,3.0,0,2,3,3280,2013,Seattle,5,1,91,109.86547085201794,1000-1500,Renovated,Has_Basement
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,2009,Seattle,5,5,5,191.8238993710692,0-500,Never_Renovated,Has_Basement
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,2009,Issaquah,5,5,5,255.70032573289902,500-1000,Never_Renovated,Has_Basement
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,1993,SeaTac,5,21,21,180.45112781954887,0-500,Never_Renovated,No_Basement
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,1947,Seattle,5,67,26,328.2828282828283,0-500,Renovated,No_Basement
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,1994,Issaquah,5,20,20,282.0,0-500,Never_Renovated,No_Basement
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,2000,Seattle,5,14,14,356.43564356435644,0-500,Never_Renovated,No_Basement
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,1961,Kirkland,5,53,13,187.0,0-500,Renovated,No_Basement
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,1980,Des Moines,5,34,34,172.4090909090909,0-500,Never_Renovated,No_Basement
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,1998,Redmond,5,16,8,233.65825688073394,0-500,Renovated,No_Basement
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,1987,Bellevue,5,27,14,563.4920634920635,0-500,Renovated,No_Basement
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,1950,Seattle,5,64,9,98.0295566502463,0-500,Renovated,No_Basement
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,1981,Covington,5,33,1,141.30434782608697,0-500,Renovated,Has_Basement
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,1997,Renton,5,17,17,154.22459893048128,0-500,Never_Renovated,No_Basement
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,1979,Sammamish,5,35,35,212.5,500-1000,Never_Renovated,Has_Basement
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,1988,Newcastle,5,26,26,252.82448979591837,0-500,Never_Renovated,No_Basement
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1948,Seattle,5,66,66,230.9090909090909,1000-1500,Never_Renovated,Has_Basement
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,1916,Seattle,5,98,98,169.3548387096774,0-500,Never_Renovated,No_Basement
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,1990,Kirkland,5,24,5,269.7368421052632,0-500,Renovated,No_Basement
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,1999,Kirkland,5,15,15,223.22834645669292,0-500,Never_Renovated,No_Basement
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,1998,Snoqualmie Pass,5,16,8,250.0,500-1000,Renovated,Has_Basement
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,1909,Seattle,5,105,25,265.3631284916201,500-1000,Renovated,Has_Basement
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,1984,Auburn,5,30,30,213.67521367521368,0-500,Never_Renovated,No_Basement
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,1956,Enumclaw,5,58,58,207.54716981132074,0-500,Never_Renovated,No_Basement
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,1941,Seattle,5,73,45,119.17098445595855,0-500,Renovated,No_Basement
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,1961,Bothell,5,53,10,250.32467532467533,0-500,Renovated,Has_Basement
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,1973,Mercer Island,5,41,41,311.1961057023644,500-1000,Never_Renovated,Has_Basement
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,1988,Sammamish,5,26,14,171.27906976744185,0-500,Renovated,No_Basement
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,1947,Seattle,5,67,2,219.21052631578948,0-500,Renovated,No_Basement
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,1969,Kirkland,5,45,45,357.14285714285717,0-500,Never_Renovated,No_Basement
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,1962,Auburn,5,52,52,142.27642276422765,0-500,Never_Renovated,No_Basement
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,1957,Seattle,5,57,14,194.24460431654677,500-1000,Renovated,Has_Basement
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,1997,Seattle,5,17,17,207.98319327731093,500-1000,Never_Renovated,Has_Basement
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,1969,Woodinville,5,45,4,264.0,0-500,Renovated,No_Basement
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,1926,Seattle,5,88,21,437.9912663755459,0-500,Renovated,Has_Basement
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,1925,Seattle,5,89,46,379.49367088607596,0-500,Renovated,No_Basement
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,2002,Auburn,5,12,12,110.25735294117646,0-500,Never_Renovated,No_Basement
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,1972,Kirkland,5,42,12,270.98039215686276,500-1000,Renovated,Has_Basement
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,1972,Des Moines,5,42,42,180.55555555555554,0-500,Never_Renovated,No_Basement
405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,1962,Des Moines,5,52,52,163.96761133603238,500-1000,Never_Renovated,Has_Basement
360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,1909,Seattle,5,105,26,423.52941176470586,0-500,Renovated,Has_Basement
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,1969,Kent,5,45,4,129.02010050251258,0-500,Renovated,Has_Basement
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,1995,Maple Valley,5,19,19,184.72222222222223,0-500,Never_Renovated,No_Basement
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,1956,Seattle,5,58,13,213.72549019607843,0-500,Renovated,No_Basement
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,1998,Snoqualmie,5,16,8,202.40549828178695,0-500,Renovated,No_Basement
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,1973,Renton,5,41,1,240.56603773584905,0-500,Renovated,No_Basement
668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,1964,Shoreline,5,50,14,285.79059829059827,500-1000,Renovated,Has_Basement
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,2002,Renton,5,12,12,191.38888888888889,500-1000,Never_Renovated,Has_Basement
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,1945,Seattle,5,69,4,272.28915662650604,500-1000,Renovated,Has_Basement
246000.0,3.0,1.5,1780,23819,1.0,0,0,3,1780,1953,Seattle,5,61,61,138.20224719101122,0-500,Never_Renovated,No_Basement
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,1939,Seattle,5,75,45,519.4174757281553,0-500,Renovated,Has_Basement
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1963,Shoreline,5,51,1,347.6702508960573,1500-2000,Renovated,Has_Basement
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,1906,Seattle,5,108,108,373.9130434782609,0-500,Never_Renovated,No_Basement
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,1992,Kenmore,5,22,22,158.0547112462006,0-500,Never_Renovated,No_Basement
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,1940,Seattle,5,74,18,375.0,0-500,Renovated,Has_Basement
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,1993,Pacific,5,21,21,101.85185185185185,0-500,Never_Renovated,No_Basement
525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,1948,Seattle,5,66,66,362.0689655172414,500-1000,Never_Renovated,Has_Basement
1220000.0,4.0,2.5,3240,3600,2.0,0,0,3,2060,2008,Seattle,5,6,6,376.5432098765432,1000-1500,Never_Renovated,Has_Basement
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,2007,Seattle,5,7,7,367.3469387755102,0-500,Never_Renovated,Has_Basement
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,2001,Kirkland,5,13,13,254.23728813559322,0-500,Never_Renovated,No_Basement
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,1987,Bellevue,5,27,27,269.05829596412553,0-500,Never_Renovated,No_Basement
150000.0,3.0,1.0,1010,25000,1.0,0,0,3,1010,1966,Carnation,5,48,51,148.5148514851485,0-500,Renovated,No_Basement
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,2003,Issaquah,5,11,11,269.89550173010383,0-500,Never_Renovated,Has_Basement
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1935,Seattle,5,79,40,119.74789915966386,1000-1500,Renovated,Has_Basement
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,1998,Sammamish,5,16,8,262.8975265017668,0-500,Renovated,No_Basement
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,1978,Federal Way,5,36,14,159.4945,0-500,Renovated,No_Basement
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,1998,Kirkland,5,16,8,275.2475247524753,0-500,Renovated,No_Basement
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,1993,Maple Valley,5,21,21,135.4679802955665,0-500,Never_Renovated,No_Basement
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,1994,Shoreline,5,20,20,168.62745098039215,0-500,Never_Renovated,No_Basement
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,1949,Seattle,5,65,16,309.2783505154639,0-500,Renovated,No_Basement
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,1967,Issaquah,5,47,47,257.43506493506493,0-500,Never_Renovated,No_Basement
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,2006,Seattle,5,8,8,251.79856115107913,0-500,Never_Renovated,No_Basement
260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,1977,Auburn,5,37,10,117.11711711711712,0-500,Renovated,No_Basement
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,1994,Kirkland,5,20,20,278.72340425531917,500-1000,Never_Renovated,Has_Basement
